sensor,feature,marg_rpm,marg_temp,marg_kappa,cond_rpm,cond_rpm_lo,cond_rpm_hi,cond_temp,cond_temp_lo,cond_temp_hi
AE,AE_20-500kHz__spectral_kurtosis,0.48932370566593414,-0.04099969650090647,0.3861316958566981,0.43821223931905795,0.3766310204928949,0.5197559403855622,0.04072157730922512,-0.10350424341544621,0.1270484974330847
AE,AE_20-500kHz__spectral_flatness,-0.25184181275542755,0.0451657378007591,-0.24093938924944375,-0.2442610960038029,-0.2723815550357759,-0.18813529799977186,0.003400929958413281,-0.05104011671347058,0.10244895480746075
AE,AE_500-1000kHz__rms,0.6052555395644615,-0.20434634410980734,0.6118651515955466,0.6485987153684175,0.5201203465774018,0.7963346102489081,-0.1259429281275324,-0.2614284380347218,-0.03552534327496091
AE,AE_500-1000kHz__skewness,0.4950741266857855,-0.04283853708262403,0.3685149937531323,0.44377596703820926,0.32891647278018293,0.49140716428015496,0.0073131272333408015,-0.0098225849876752,0.09868768892316643
AE,AE_500-1000kHz__kurtosis,0.5854124230656197,-0.11051494141418193,0.4680397487164594,0.49336708766108783,0.3759953239661449,0.572118935047062,-0.03790703668742717,-0.13646205470152706,0.2137530681890443
AE,AE_500-1000kHz__crest_factor,0.6481272612004496,-0.1463076123945868,0.5512824069127588,0.586738602923664,0.4979432948814102,0.6464800342661463,-0.05036749692265413,-0.14929794622302428,0.07460900921960033
AE,AE_500-1000kHz__shape_factor,-0.3077768392541867,-0.0034617235244435393,-0.2851963958516013,-0.25643008072382983,-0.44627177026204257,-0.1287993411613955,-0.06073002591983227,-0.25448576857929756,0.21468630319362467
AE,AE_500-1000kHz__margin_factor,0.5971037637911576,-0.147492768701379,0.507821945643602,0.503239400666236,0.42660440529122284,0.5924597723141332,-0.028481304909402802,-0.19865596754992074,0.07648771458278596
AE,AE_500-1000kHz__mobility,0.8774744632889456,-0.30988369420446227,0.8455976419219166,0.8905452333062519,0.8180503959043133,0.9313107022100495,-0.49722997508242883,-0.5661802194522979,-0.39972301506583596
AE,AE_500-1000kHz__complexity,-0.6893946192216274,0.17859951249770115,-0.6775068960939182,-0.6776351716618947,-0.7707443963449969,-0.5743607041534068,0.14857379298660867,0.09178975311533691,0.2937933885137042
AE,AE_500-1000kHz__dominant_frequency,0.6306552785948765,-0.2569173355661646,0.6707241055748111,0.6047256201846682,0.449183362601752,0.7327050479421492,-0.2567448938773264,-0.31425412396235,-0.22458801195256972
AE,AE_500-1000kHz__center_frequency,0.7457529700309914,-0.32410538992365223,0.7959771275708216,0.7402555728063579,0.6300067252520187,0.7964627029595065,-0.3925934633016286,-0.48409082661282943,-0.34674395432406874
AE,AE_500-1000kHz__spectral_bandwidth,-0.1175759785963037,0.03780245499467726,-0.12616254415033193,-0.13274262464872097,-0.1927177568134933,-0.07058208902224941,0.010709709292527847,-0.037620007113930556,0.049773877987037585
AE,AE_500-1000kHz__spectral_skewness,0.1773735627347093,-0.04050782153649554,0.19088787441985966,0.17096564259059996,0.09351080304308733,0.24218708681579176,-0.01209070771313029,-0.061189956895415384,0.038990452912958384
AE,AE_500-1000kHz__spectral_kurtosis,0.2665363396602179,-0.07481606637335626,0.28870724321988367,0.24631066877662422,0.15634143232951,0.3673834056102596,-0.029764574187912483,-0.10263397947762332,0.031355918915907374
AE,AE_500-1000kHz__spectral_flatness,0.024323928415814183,0.006542410445645193,0.01675229375839077,0.013659568177747819,-0.03698539428353127,0.05590808054872269,-0.004262210392895511,-0.03420744963482322,0.04494257313179284
US,US__rms,0.906070338556901,0.08648198582986136,0.607828898431477,0.9096880945560121,0.8508429859647206,0.9314414296960183,0.6232244024646858,0.572901092916244,0.660537249968242
US,US__skewness,-0.21592825200624435,0.23172383302694236,-0.3005885082056039,-0.1681336705071793,-0.26059971687548633,-0.08528829229619161,0.17388951530503322,0.0836438492277319,0.275972869884965
US,US__kurtosis,-0.7603125840470497,-0.06599924181668726,-0.4564150720495425,-0.6998260549485921,-0.7669526646627352,-0.5862586293306495,-0.5275319389538142,-0.5988023433388999,-0.46003397063254164
US,US__crest_factor,-0.6120278643635689,-0.08586390651364596,-0.32787021216366746,-0.5728103876209742,-0.6885921831731268,-0.4088055876428668,-0.5258334007910244,-0.5954746689088668,-0.41620399633006694
US,US__shape_factor,-0.48968482409906644,-0.038654938106818845,-0.25731983849859436,-0.4933237224312054,-0.604155476062135,-0.25616925915842637,-0.43060645759052074,-0.494152132893865,-0.26365919062223886
US,US__margin_factor,-0.5875469404489334,-0.06542456871823861,-0.31772746800744445,-0.5632915005562391,-0.6875073113438608,-0.36452844225945225,-0.4970499484518528,-0.60410792403545,-0.3654095213425902
US,US__mobility,-0.32517014715911335,-0.5535771162714763,0.09137173715192518,-0.4735434185162484,-0.5311797178017643,-0.37304557922029014,-0.7685456433161382,-0.7880625934997731,-0.6926217029800006
US,US__complexity,-0.31752072643965107,0.36725268636136527,-0.5377562971660915,-0.3567296078298897,-0.5040292444285123,0.0017197573785643627,0.5565846902830647,0.254502173724911,0.7085248597157146
US,US__dominant_frequency,0.13673726638497097,-0.2861126869324894,0.31130475055122303,0.11592423292877137,-0.05288573402963905,0.24038861793615313,-0.400468478072023,-0.45743174789199453,-0.34559768853864564
US,US__center_frequency,0.03109725718683211,0.05918414174393573,-0.016589350961388756,0.04143585598695297,-0.014987998357852871,0.07898448851115372,0.07813975973136947,0.007860791400149104,0.14770697506181238
US,US__spectral_bandwidth,0.07328291753897434,0.05541525446846486,0.021129794535929256,0.08621871021081447,0.031111653627271328,0.12182793133855793,0.07851027588137005,0.01332272269138325,0.15089806868228456
US,US__spectral_skewness,-0.07128148946932118,-0.05558945182269189,-0.0193293249292132,-0.08431536586658818,-0.1197602447744759,-0.026292244950875066,-0.07847958867511347,-0.15095388102996976,-0.012820581575034516
